Date,Rainfall_mm,River_Level_m,Temperature_C,Humidity_pct
2016-02-19,1.07,2.269,23.18,75.92
2016-02-20,0.0,2.097,25.01,76.86
2016-02-21,2.09,2.053,26.42,82.35
2016-02-22,8.17,2.125,26.0,86.96
2016-02-23,0.0,2.618,24.29,86.97
2016-02-24,1.1,2.399,24.99,76.7
2016-02-25,2.02,2.447,23.55,80.74
2016-02-26,0.0,2.429,24.86,79.24
2016-02-27,4.1,2.36,26.83,82.41
2016-02-28,0.0,2.588,25.74,78.18
2016-02-29,24.71,2.482,26.51,80.71
2016-03-01,2.0,3.665,26.39,79.92
2016-03-02,37.3,3.981,26.45,84.25
2016-03-03,9.75,5.654,27.48,81.3
2016-03-04,7.01,7.327,26.3,81.88
2016-03-05,3.38,7.987,27.45,84.67
2016-03-06,5.47,7.903,24.09,88.21
2016-03-07,24.54,8.602,27.72,89.77
2016-03-08,5.93,8.4,25.35,84.92
2016-03-09,15.03,8.828,25.6,83.41
2016-03-10,10.69,7.002,25.99,87.75
2016-03-11,0.0,6.968,27.81,87.41
2016-03-12,8.5,6.359,25.87,86.67
2016-03-13,10.83,6.639,26.13,79.39
2016-03-14,4.21,7.155,25.84,87.85
2016-03-15,17.94,5.681,27.08,85.39
2016-03-16,8.48,6.546,27.59,81.72
2016-03-17,7.45,6.09,28.57,82.47
2016-03-18,21.23,5.59,29.29,86.3
2016-03-19,5.89,7.537,27.56,77.09
2016-03-20,9.99,7.392,27.29,84.31
2016-03-21,6.6,7.038,25.72,82.78
2016-03-22,1.5,7.444,28.86,82.53
2016-03-23,4.87,6.226,27.18,83.47
2016-03-24,2.52,5.97,26.68,80.45
2016-03-25,45.24,5.358,27.37,88.08
2016-03-26,0.0,7.407,26.35,78.56
2016-03-27,25.34,7.001,24.65,85.48
2016-03-28,33.05,8.126,27.57,82.44
2016-03-29,5.48,10.33,28.34,90.95
2016-03-30,16.77,10.516,27.56,85.07
2016-03-31,29.38,11.511,26.99,78.63
2016-04-01,11.21,13.559,27.01,86.63
2016-04-02,15.06,10.882,27.17,81.7
2016-04-03,22.18,12.147,27.13,87.91
2016-04-04,37.5,11.781,26.92,86.79
2016-04-05,0.0,12.184,27.0,89.32
2016-04-06,3.79,11.844,28.52,85.43
2016-04-07,1.44,10.935,27.43,87.28
2016-04-08,8.58,8.289,27.05,84.9
2016-04-09,11.07,8.482,27.59,82.95
2016-04-10,14.9,7.939,27.57,87.86
2016-04-11,17.76,7.479,27.84,80.9
2016-04-12,3.71,5.919,26.12,84.41
2016-04-13,4.79,6.256,26.38,82.74
2016-04-14,1.35,6.107,26.03,86.89
2016-04-15,11.22,6.15,27.58,81.43
2016-04-16,1.47,6.379,27.51,82.95
2016-04-17,2.9,5.58,25.5,84.21
2016-04-18,5.8,4.788,27.13,88.43
2016-04-19,1.2,3.692,28.09,82.26
2016-04-20,38.84,3.337,26.45,82.53
2016-04-21,13.59,6.159,26.97,79.57
2016-04-22,1.24,7.044,27.35,80.54
2016-04-23,23.26,6.38,25.27,84.59
2016-04-24,6.95,8.214,26.71,83.31
2016-04-25,3.54,8.405,27.79,83.21
2016-04-26,0.83,8.249,25.89,88.14
2016-04-27,0.0,8.233,27.27,77.74
2016-04-28,7.91,5.167,26.43,89.55
2016-04-29,2.6,4.75,25.68,85.97
2016-04-30,6.69,4.888,26.22,81.29
2016-05-01,0.87,3.707,25.75,83.26
2016-05-02,3.9,3.008,25.34,79.86
2016-05-03,15.27,3.098,25.93,82.68
2016-05-04,5.27,4.02,26.2,87.98
2016-05-05,11.84,4.563,25.92,79.39
2016-05-06,0.0,4.888,25.77,80.43
2016-05-07,2.02,4.605,26.21,78.65
2016-05-08,14.33,4.28,26.46,78.92
2016-05-09,13.28,5.4,24.73,79.29
2016-05-10,27.98,6.11,25.57,76.99
2016-05-11,5.29,7.438,23.79,79.26
2016-05-12,2.81,7.23,25.54,79.99
2016-05-13,30.39,6.657,25.8,78.38
2016-05-14,4.97,9.037,26.16,72.46
2016-05-15,3.88,9.06,25.68,78.65
2016-05-16,15.78,8.292,26.01,78.72
2016-05-17,5.91,8.445,25.47,84.31
2016-05-18,4.23,6.706,24.66,78.44
2016-05-19,13.1,6.54,24.16,80.91
2016-05-20,7.65,7.417,24.95,76.56
2016-05-21,7.17,5.678,24.38,81.47
2016-05-22,2.92,5.851,24.96,74.47
2016-05-23,2.21,5.766,24.52,78.55
2016-05-24,11.5,5.477,25.36,79.28
2016-05-25,5.52,5.188,24.92,78.56
2016-05-26,10.65,5.18,25.25,82.68
2016-05-27,10.59,5.149,25.17,74.15
2016-05-28,7.09,5.06,24.47,79.86
2016-05-29,0.0,5.304,24.46,78.79
2016-05-30,0.0,5.054,25.01,75.17
2016-05-31,0.08,4.761,26.88,80.24
2016-06-01,3.9,3.879,23.37,73.98
2016-06-02,1.69,3.831,24.32,74.19
2016-06-03,0.0,3.16,23.01,73.79
2016-06-04,2.06,2.046,24.1,69.68
2016-06-05,5.75,1.881,23.37,75.47
2016-06-06,3.66,2.233,23.85,74.69
2016-06-07,0.0,2.684,24.04,72.24
2016-06-08,3.19,2.381,23.32,77.52
2016-06-09,3.01,2.753,21.94,70.6
2016-06-10,0.36,2.525,25.07,66.4
2016-06-11,5.6,2.785,24.4,76.97
2016-06-12,0.93,2.919,23.35,73.97
2016-06-13,1.55,2.458,22.51,72.48
2016-06-14,1.66,2.398,23.4,69.25
2016-06-15,1.06,2.607,23.6,70.97
2016-06-16,0.84,2.178,23.92,65.82
2016-06-17,1.16,2.23,23.93,68.59
2016-06-18,2.27,2.223,24.03,66.22
2016-06-19,0.65,2.015,21.16,69.38
2016-06-20,1.45,1.936,22.51,71.03
2016-06-21,3.39,1.87,23.72,64.77
2016-06-22,4.71,1.954,21.72,69.75
2016-06-23,3.4,2.425,23.78,67.83
2016-06-24,1.74,2.629,24.28,68.94
2016-06-25,2.09,2.675,23.58,65.82
2016-06-26,2.84,2.637,22.96,68.32
2016-06-27,4.85,2.864,21.77,63.77
2016-06-28,2.86,3.182,22.41,60.47
2016-06-29,0.0,2.812,20.7,60.81
2016-06-30,1.09,2.388,21.18,63.32
2016-07-01,0.0,2.609,21.16,59.65
2016-07-02,0.0,2.164,21.85,68.79
2016-07-03,0.67,2.023,21.31,63.55
2016-07-04,2.54,1.929,21.87,66.21
2016-07-05,3.64,1.607,22.41,65.47
2016-07-06,3.86,1.797,20.73,62.79
2016-07-07,0.84,2.049,21.5,73.03
2016-07-08,1.7,2.101,20.86,70.87
2016-07-09,2.16,2.288,21.38,65.92
2016-07-10,4.2,2.398,21.79,58.69
2016-07-11,2.56,2.676,21.94,65.37
2016-07-12,1.36,2.743,21.6,55.48
2016-07-13,0.0,2.639,21.26,64.58
2016-07-14,3.15,2.386,19.34,52.39
2016-07-15,5.4,2.389,19.6,58.77
2016-07-16,0.0,2.889,19.77,63.02
2016-07-17,2.99,2.621,20.88,60.22
2016-07-18,3.12,2.314,19.14,54.3
2016-07-19,0.79,2.355,20.69,58.92
2016-07-20,1.71,2.378,20.54,59.24
2016-07-21,4.07,2.717,18.26,58.38
2016-07-22,2.71,2.596,19.02,56.22
2016-07-23,6.98,2.242,21.08,59.69
2016-07-24,2.63,2.967,20.65,60.25
2016-07-25,2.19,2.763,19.02,56.04
2016-07-26,2.42,2.781,18.76,60.75
2016-07-27,0.68,2.958,17.27,55.41
2016-07-28,2.64,2.949,21.12,54.11
2016-07-29,0.0,2.922,19.61,59.35
2016-07-30,9.56,2.673,21.38,58.94
2016-07-31,2.69,2.692,19.23,52.82
2016-08-01,1.68,2.777,19.63,52.09
2016-08-02,1.08,2.781,20.17,59.39
2016-08-03,3.26,2.64,20.84,53.5
2016-08-04,0.24,2.846,19.63,53.53
2016-08-05,0.49,2.509,19.06,52.49
2016-08-06,2.07,2.605,19.02,56.93
2016-08-07,2.78,2.081,17.88,59.13
2016-08-08,0.0,1.819,18.47,52.63
2016-08-09,0.0,2.058,18.84,59.41
2016-08-10,1.85,1.77,20.11,50.23
2016-08-11,2.88,1.9175,18.23,50.79
2016-08-12,0.58,2.065,19.66,53.4
2016-08-13,4.95,1.958,18.45,48.68
2016-08-14,0.29,2.343,19.72,52.87
2016-08-15,0.71,2.118,19.09,49.09
2016-08-16,2.81,2.07,18.96,45.78
2016-08-17,0.06,2.283,19.27,44.95
2016-08-18,3.93,2.292,19.07,48.98
2016-08-19,3.83,2.29,19.24,50.98
2016-08-20,2.45,2.631,20.26,45.42
2016-08-21,1.97,2.088,19.69,49.82
2016-08-22,4.1,2.471,18.49,49.62
2016-08-23,0.43,2.574,17.53,48.37
2016-08-24,1.72,2.539,18.28,45.89
2016-08-25,0.49,2.746,15.94,49.19
2016-08-26,1.37,2.573,18.65,47.85
2016-08-27,2.53,2.109,16.71,51.04
2016-08-28,0.79,2.156,18.85,44.04
2016-08-29,0.48,2.105,19.66,48.08
2016-08-30,1.97,1.727,16.19,43.75
2016-08-31,1.78,2.046,17.55,46.69
2016-09-01,0.33,1.9989999999999999,16.5,43.95
2016-09-02,1.07,1.952,15.79,44.33
2016-09-03,1.34,1.978,17.38,46.92
2016-09-04,1.39,1.814,18.08,45.09
2016-09-05,2.1,1.787,18.17,51.05
2016-09-06,0.03,1.992,17.53,50.05
2016-09-07,1.2,1.758,15.68,48.8
2016-09-08,0.0,1.808,17.44,48.62
2016-09-09,1.72,1.87,15.79,46.54
2016-09-10,0.01,1.705,15.83,49.95
2016-09-11,1.61,1.563,16.23,45.04
2016-09-12,0.0,1.739,18.26,52.18
2016-09-13,2.16,1.489,17.73,42.9
2016-09-14,3.72,1.739,17.48,42.25
2016-09-15,1.2,1.97,16.28,41.37
2016-09-16,5.16,1.819,16.73,41.82
2016-09-17,3.23,2.378,15.73,40.52
2016-09-18,0.21,2.449,18.45,45.98
2016-09-19,2.65,2.452,19.27,47.84
2016-09-20,4.99,2.6,17.61,45.33
2016-09-21,0.65,2.838,17.78,41.02
2016-09-22,2.67,2.817,16.87,43.73
2016-09-23,1.49,2.797,15.41,47.62
2016-09-24,0.16,2.562,16.17,44.04
2016-09-25,13.6,2.241,16.55,42.65
2016-09-26,1.95,3.359,16.62,40.48
2016-09-27,7.48,3.283,16.39,43.74
2016-09-28,6.46,3.465,17.05,42.89
2016-09-29,3.99,4.016,16.15,44.74
2016-09-30,1.97,4.026,19.17,46.43
2016-10-01,4.87,4.277,15.64,44.17
2016-10-02,21.68,4.522,17.9,45.59
2016-10-03,16.7,4.958,16.75,46.47
2016-10-04,9.21,6.234,17.48,41.39
2016-10-05,19.2,6.43,17.54,50.77
2016-10-06,16.42,7.414,17.2,42.93
2016-10-07,4.47,8.473,15.92,46.75
2016-10-08,12.92,8.684,16.73,41.85
2016-10-09,1.09,9.112,17.25,45.64
2016-10-10,18.16,7.729,17.2,45.81
2016-10-11,54.66,7.668,16.09,50.42
2016-10-12,1.63,11.294,18.42,44.82
2016-10-13,11.15,9.888,14.66,49.5
2016-10-14,6.15,9.607,16.92,46.56
2016-10-15,4.56,9.634,16.27,51.33
2016-10-16,11.63,8.926,17.4,40.54
2016-10-17,8.55,9.793,18.26,47.43
2016-10-18,10.01,8.887,15.87,40.0
2016-10-19,0.55,5.41,19.65,46.03
2016-10-20,6.78,5.284,17.53,49.39
2016-10-21,11.2,5.031,17.74,50.79
2016-10-22,12.29,5.529,15.96,48.8
2016-10-23,0.0,5.4025,17.38,45.85
2016-10-24,2.23,5.276,18.44,48.5
2016-10-25,6.94,4.748,17.71,54.56
2016-10-26,0.0,4.346,17.68,47.39
2016-10-27,3.37,4.357,17.53,50.2
2016-10-28,11.07,4.079,16.24,46.19
2016-10-29,4.02,3.857,16.28,50.86
2016-10-30,5.95,3.289,18.88,50.54
2016-10-31,0.0,3.87,18.63,46.17
2016-11-01,35.73,3.691,18.83,50.52
2016-11-02,0.69,6.062,17.02,50.85
2016-11-03,9.35,6.113,17.74,50.79
2016-11-04,1.59,6.368,19.17,48.65
2016-11-05,18.26,5.838,16.76,52.66
2016-11-06,14.21,6.943,19.18,46.38
2016-11-07,2.07,7.649,17.51,49.42
2016-11-08,13.96,7.859,17.3,49.95
2016-11-09,2.35,5.996,18.18,53.35
2016-11-10,5.88,6.268,17.15,47.16
2016-11-11,5.78,5.777,16.43,51.01
2016-11-12,3.43,6.106,18.46,49.05
2016-11-13,8.04,5.057,18.98,51.1
2016-11-14,3.17,4.484,19.72,52.19
2016-11-15,0.0,4.635,19.17,47.42
2016-11-16,16.25,3.691,20.59,55.3
2016-11-17,22.44,4.643,20.05,53.05
2016-11-18,5.15,5.95,19.49,49.45
2016-11-19,21.08,5.791,19.29,51.27
2016-11-20,8.35,7.12,20.12,57.04
2016-11-21,16.76,7.308,16.74,54.08
2016-11-22,10.72,8.509,18.55,50.21
2016-11-23,2.94,9.228,17.24,51.03
2016-11-24,0.0,8.235,19.83,55.54
2016-11-25,5.91,7.417999999999999,18.5,56.19
2016-11-26,2.98,6.601,22.33,55.33
2016-11-27,44.42,5.056,18.86,53.66
2016-11-28,4.62,7.915,19.56,57.26
2016-11-29,0.98,6.775,19.13,54.19
2016-11-30,0.0,6.085,19.12,52.86
2016-12-01,0.0,5.885,18.44,60.49
2016-12-02,11.87,5.828,18.48,57.5
2016-12-03,26.44,6.414,17.66,53.99
2016-12-04,1.19,8.458,20.46,57.06
2016-12-05,10.02,4.96,19.57,57.05
2016-12-06,4.4,5.264,22.01,56.24
2016-12-07,1.97,5.592,18.91,58.31
2016-12-08,4.9,5.598,21.71,55.14
2016-12-09,3.45,6.21,21.88,60.87
2016-12-10,14.7,5.3759999999999994,21.67,58.56
2016-12-11,23.77,4.542,20.71,54.07
2016-12-12,14.55,6.306,20.22,58.55
2016-12-13,0.8,6.544,21.92,57.71
2016-12-14,24.78,6.31,19.93,50.92
2016-12-15,1.0,8.043,21.08,59.76
2016-12-16,0.39,7.735,20.85,63.67
2016-12-17,4.43,7.44,20.08,60.57
2016-12-18,4.39,6.854,21.34,63.36
2016-12-19,0.7,5.348,21.89,61.6
2016-12-20,3.33,3.903,20.3,60.54
2016-12-21,4.22,4.505,21.77,60.06
2016-12-22,0.45,2.676,19.17,58.75
2016-12-23,0.17,2.662,20.44,65.72
2016-12-24,1.82,2.468,21.11,65.47
2016-12-25,0.0,2.538,22.01,62.79
2016-12-26,1.39,2.075,22.61,57.89
2016-12-27,2.5,2.224,21.91,65.73
2016-12-28,0.0,2.166,22.48,61.94
2016-12-29,4.21,1.84,21.84,65.43
2016-12-30,0.58,1.942,22.49,60.72
2016-12-31,1.42,2.019,22.52,65.96
2017-01-01,0.0,1.947,21.75,65.64
2017-01-02,1.19,2.098,21.99,59.15
2017-01-03,1.68,2.025,23.03,71.57
2017-01-04,0.09,2.033,24.33,66.08
2017-01-05,2.02,2.045,23.81,66.63
2017-01-06,3.73,1.586,21.56,69.35
2017-01-07,0.0,2.145,21.65,67.93
2017-01-08,0.88,1.992,22.32,69.52
2017-01-09,2.33,1.93,23.04,65.33
2017-01-10,0.0,2.093,23.07,68.68
2017-01-11,7.65,1.912,24.35,63.71
2017-01-12,0.52,2.59,24.49,69.06
2017-01-13,3.81,2.372,23.28,74.44
2017-01-14,0.16,2.463,23.13,65.92
2017-01-15,10.57,2.435,23.96,69.72
2017-01-16,2.54,3.16,24.59,64.73
2017-01-17,0.34,3.239,24.16,71.45
2017-01-18,0.53,3.518,23.26,73.15
2017-01-19,0.57,2.609,23.16,73.22
2017-01-20,0.0,2.657,22.74,70.59
2017-01-21,0.72,2.31,24.12,66.28
2017-01-22,0.0,2.365,24.63,69.31
2017-01-23,5.04,1.658,24.82,77.11
2017-01-24,0.12,1.848,25.32,76.29
2017-01-25,2.31,1.758,25.72,73.69
2017-01-26,2.64,2.003,22.94,74.76
2017-01-27,1.46,2.146,24.8,71.49
2017-01-28,0.0,2.167,24.91,78.75
2017-01-29,2.27,1.972,24.47,73.02
2017-01-30,0.66,2.39,23.79,76.78
2017-01-31,0.0,1.974,26.13,71.78
2017-02-01,2.51,1.949,24.17,75.51
2017-02-02,0.0,1.917,22.64,80.08
2017-02-03,6.3,1.826,24.92,73.78
2017-02-04,3.1,2.174,24.74,79.14
2017-02-05,0.0,2.364,26.9,73.93
2017-02-06,3.05,2.083,25.6,74.74
2017-02-07,2.27,2.504,24.87,77.68
2017-02-08,0.0,2.639,25.05,80.89
2017-02-09,0.49,2.403,25.1,77.34
2017-02-10,1.81,2.151,27.59,80.34
2017-02-11,1.51,2.054,26.11,82.17
2017-02-12,3.36,1.906,24.09,76.68
2017-02-13,0.97,2.137,25.31,74.66
2017-02-14,3.96,2.108,25.59,78.41
2017-02-15,2.65,2.239,24.57,83.53
2017-02-16,4.59,2.424,23.95,77.5
2017-02-17,0.72,2.812,26.39,83.21
2017-02-18,2.05,2.519,25.04,79.6
2017-02-19,7.96,2.619,27.15,85.87
2017-02-20,1.49,3.039,25.96,87.56
2017-02-21,0.37,3.011,25.53,84.12
2017-02-22,0.95,2.859,23.64,76.29
2017-02-23,4.12,2.598,27.33,74.22
2017-02-24,1.14,2.743,26.45,81.81
2017-02-25,1.57,2.553,25.75,84.53
2017-02-26,0.32,2.821,25.36,83.5
2017-02-27,7.27,2.2,27.89,80.0
2017-02-28,0.0,2.45,25.27,77.89
2017-03-01,32.15,2.544,26.01,85.31
2017-03-02,10.82,4.886,26.99,88.26
2017-03-03,27.64,5.563,27.91,80.83
2017-03-04,0.61,7.564,26.28,85.47
2017-03-05,12.58,7.376,25.8,90.95
2017-03-06,9.63,8.132,26.46,82.71
2017-03-07,2.29,8.648,27.51,82.91
2017-03-08,3.0,8.886,27.77,85.23
2017-03-09,36.39,6.659,25.29,82.82
2017-03-10,11.49,8.575,26.81,87.81
2017-03-11,3.28,7.379,25.29,82.7
2017-03-12,0.27,6.9265,27.64,83.93
2017-03-13,10.33,6.474,27.2,79.8
2017-03-14,0.0,6.669,25.88,83.52
2017-03-15,3.47,6.134,28.36,81.29
2017-03-16,1.83,6.42,27.19,85.44
2017-03-17,3.08,3.614,27.1,79.49
2017-03-18,46.34,3.117,26.71,87.5
2017-03-19,48.3,6.373,26.9,82.01
2017-03-20,56.02,10.32,26.54,90.04
2017-03-21,36.32,14.015,26.2,88.86
2017-03-22,11.93,16.68,28.18,86.41
2017-03-23,1.74,17.492,26.47,80.23
2017-03-24,4.24,17.455,26.44,83.0
2017-03-25,0.0,17.686,26.85,82.23
2017-03-26,25.0,13.952,28.41,82.63
2017-03-27,0.84,11.997,28.12,89.7
2017-03-28,9.6,7.501,26.6,84.53
2017-03-29,9.04,5.572,28.23,83.02
2017-03-30,3.52,5.23,27.11,82.76
2017-03-31,2.79,5.217,26.16,83.4
2017-04-01,30.08,5.11,26.52,86.59
2017-04-02,1.84,7.713,28.37,80.1
2017-04-03,42.59,5.689,29.07,85.25
2017-04-04,8.24,9.343,27.3,86.2
2017-04-05,3.77,8.954,26.41,79.7
2017-04-06,9.64,8.626,26.84,80.61
2017-04-07,19.57,9.132,26.19,84.68
2017-04-08,6.31,10.385,26.33,89.1
2017-04-09,11.62,8.333,26.21,88.33
2017-04-10,11.75,9.358,26.84,82.83
2017-04-11,5.12,6.797,27.02,88.82
2017-04-12,4.08,6.634,26.73,83.56
2017-04-13,6.84,6.635,26.64,83.46
2017-04-14,41.31,6.45,27.6,84.64
2017-04-15,0.0,8.319,26.59,86.79
2017-04-16,9.85,7.894,26.63,82.35
2017-04-17,20.52,7.469,26.59,82.88
2017-04-18,13.24,8.051,28.29,80.22
2017-04-19,36.83,8.848,26.22,84.91
2017-04-20,30.15,11.528,27.28,86.54
2017-04-21,7.35,13.304,25.91,86.6
2017-04-22,3.5,10.677,26.97,79.39
2017-04-23,10.4,10.897,27.13,82.2
2017-04-24,23.37,10.829,27.64,86.95
2017-04-25,1.17,11.218,26.13,83.76
2017-04-26,4.45,10.201,25.37,83.02
2017-04-27,5.7,7.643,25.66,82.79
2017-04-28,0.0,5.619,27.36,84.22
2017-04-29,27.07,5.022,28.44,83.29
2017-04-30,41.45,6.989,27.15,80.54
2017-05-01,21.06,9.434,25.01,84.73
2017-05-02,14.73,9.444,27.03,78.3
2017-05-03,14.13,10.437,25.24,85.68
2017-05-04,3.9,10.703,25.78,78.84
2017-05-05,8.69,10.969,26.27,82.97
2017-05-06,2.49,11.48,26.39,80.64
2017-05-07,1.8,9.635,26.05,79.49
2017-05-08,5.56,6.479,25.33,84.79
2017-05-09,4.88,5.496,26.93,82.73
2017-05-10,6.06,4.513,25.29,80.1
2017-05-11,31.1,3.936,27.02,85.29
2017-05-12,0.17,6.074,24.35,82.76
2017-05-13,5.14,5.481,25.86,77.17
2017-05-14,11.43,5.546,24.36,72.57
2017-05-15,2.05,6.373,24.69,79.43
2017-05-16,12.53,6.101,24.95,83.02
2017-05-17,1.42,6.703,26.92,80.45
2017-05-18,1.57,6.435,26.65,83.08
2017-05-19,2.7,4.025,26.15,76.31
2017-05-20,7.34,4.015,25.24,77.49
2017-05-21,35.02,4.312,25.33,77.3
2017-05-22,3.42,6.209,26.34,78.03
2017-05-23,1.41,6.535,25.71,79.33
2017-05-24,8.7,5.397,24.96,81.65
2017-05-25,14.01,5.915,26.36,82.0
2017-05-26,3.72,7.052,25.61,81.19
2017-05-27,0.08,7.139,24.97,77.91
2017-05-28,1.26,6.501,24.19,74.59
2017-05-29,2.65,3.786,24.03,76.0
2017-05-30,0.0,3.841,24.17,76.99
2017-05-31,10.55,3.548,24.89,75.13
2017-06-01,2.78,3.748,25.19,71.68
2017-06-02,0.0,2.831,22.84,72.73
2017-06-03,0.35,2.695,22.26,76.41
2017-06-04,5.41,2.636,23.17,72.76
2017-06-05,0.18,2.833,23.64,73.26
2017-06-06,5.29,2.645,25.16,72.64
2017-06-07,3.74,3.352,23.61,69.88
2017-06-08,2.18,3.106333333333333,24.06,71.72
2017-06-09,0.52,2.860666666666667,24.15,70.54
2017-06-10,2.59,2.615,22.62,69.51
2017-06-11,0.0,2.944,25.03,68.09
2017-06-12,0.99,2.25,22.82,70.63
2017-06-13,2.73,2.5,24.96,72.46
2017-06-14,3.36,2.176,23.19,73.64
2017-06-15,0.0,2.165,22.9,65.76
2017-06-16,1.72,2.088,22.04,74.43
2017-06-17,2.74,2.097,23.26,70.15
2017-06-18,0.0,2.08,25.24,65.55
2017-06-19,4.28,2.074,23.31,67.38
2017-06-20,1.47,2.188,23.08,62.62
2017-06-21,0.41,2.362,22.06,63.05
2017-06-22,4.7,1.949,23.24,72.74
2017-06-23,2.53,2.611,22.72,65.14
2017-06-24,4.23,2.462,22.41,68.5
2017-06-25,0.23,2.741,22.88,66.21
2017-06-26,2.62,2.447,20.49,66.26
2017-06-27,4.77,2.568,22.11,66.96
2017-06-28,2.09,2.858,20.93,59.26
2017-06-29,3.71,3.024,22.07,69.13
2017-06-30,3.06,2.662,21.23,64.53
2017-07-01,6.12,2.787,21.22,62.97
2017-07-02,0.98,3.066,20.45,65.54
2017-07-03,1.57,3.083,22.81,61.63
2017-07-04,0.94,3.013,20.94,64.08
2017-07-05,5.4,2.642,20.9,62.61
2017-07-06,0.25,3.097,22.97,64.9
2017-07-07,4.36,2.926,21.92,61.78
2017-07-08,2.91,2.78,19.24,58.99
2017-07-09,1.01,2.558,22.57,62.83
2017-07-10,3.51,2.521,22.75,60.59
2017-07-11,1.65,2.799,22.57,55.6
2017-07-12,5.1,2.81,21.6,61.32
2017-07-13,0.0,2.597,19.75,58.78
2017-07-14,1.46,2.622,20.72,61.1
2017-07-15,1.64,2.35,19.23,57.16
2017-07-16,3.73,2.619,19.73,55.78
2017-07-17,3.35,2.631,19.41,62.61
2017-07-18,5.02,2.495,19.81,61.27
2017-07-19,0.41,2.756,20.52,58.39
2017-07-20,5.24,2.529,19.83,59.4
2017-07-21,0.35,2.958,19.7,60.2
2017-07-22,3.95,2.859,19.82,57.42
2017-07-23,3.37,2.921,21.53,53.5
2017-07-24,4.34,2.966,22.12,57.71
2017-07-25,4.17,3.025,19.42,59.51
2017-07-26,1.15,2.853,20.13,57.97
2017-07-27,0.5,2.913,18.88,56.06
2017-07-28,3.81,2.668,20.41,57.27
2017-07-29,2.17,2.923,19.09,54.6
2017-07-30,0.24,2.816,18.78,58.11
2017-07-31,0.64,2.59,21.42,58.72
2017-08-01,6.57,2.364,17.99,50.5
2017-08-02,0.26,2.329,16.82,57.44
2017-08-03,6.42,2.398,19.94,60.52
2017-08-04,0.0,2.4355,18.76,55.1
2017-08-05,2.45,2.473,18.42,56.2
2017-08-06,1.55,2.539,21.72,51.03
2017-08-07,1.11,2.603,19.65,51.18
2017-08-08,1.78,2.88,18.8,51.8
2017-08-09,0.37,2.296,18.08,50.95
2017-08-10,0.66,2.34,19.17,47.96
2017-08-11,1.73,1.807,16.93,51.12
2017-08-12,9.23,1.924,18.08,53.89
2017-08-13,6.12,2.384,18.5,47.24
2017-08-14,0.8,2.99,18.69,51.43
2017-08-15,2.28,2.9275,18.27,51.09
2017-08-16,3.77,2.865,17.66,49.5
2017-08-17,3.71,3.077,19.21,51.67
2017-08-18,1.07,3.429,16.59,51.15
2017-08-19,3.98,3.309,17.9,48.6
2017-08-20,0.0,2.916,17.61,52.68
2017-08-21,0.73,2.322,19.08,50.97
2017-08-22,2.72,2.465,17.56,53.8
2017-08-23,3.1,2.502,18.41,48.67
2017-08-24,0.77,2.534,18.25,47.7
2017-08-25,1.64,2.175,16.03,47.85
2017-08-26,0.74,1.9975,17.75,51.82
2017-08-27,0.0,1.82,16.03,47.65
2017-08-28,0.0,2.086,18.08,47.65
2017-08-29,1.76,2.007,16.95,53.62
2017-08-30,2.13,1.844,18.83,43.53
2017-08-31,3.3,1.63,17.42,48.47
2017-09-01,4.59,1.844,16.79,47.05
2017-09-02,0.65,2.147,18.72,46.33
2017-09-03,0.27,2.291,16.61,44.07
2017-09-04,0.51,2.245,18.34,44.8
2017-09-05,0.0,2.107,17.88,45.42
2017-09-06,10.58,2.156,17.01,48.0
2017-09-07,1.54,2.708,16.01,48.94
2017-09-08,0.0,2.599,18.56,40.93
2017-09-09,0.04,2.381,17.79,42.54
2017-09-10,3.36,2.312,16.49,47.68
2017-09-11,3.01,2.592,17.48,47.82
2017-09-12,0.24,2.68,18.21,41.43
2017-09-13,0.0,2.79,17.29,48.35
2017-09-14,1.34,1.797,17.4,45.6
2017-09-15,0.0,1.813,18.17,47.8
2017-09-16,0.97,1.807,18.66,42.92
2017-09-17,1.62,1.916,16.98,41.24
2017-09-18,4.74,1.646,15.75,44.42
2017-09-19,4.51,1.89,15.77,44.49
2017-09-20,0.0,2.4,16.37,44.27
2017-09-21,0.53,2.145,16.11,44.01
2017-09-22,1.85,2.057,15.35,50.21
2017-09-23,5.96,2.213,18.87,40.0
2017-09-24,1.91,3.003,17.54,42.53
2017-09-25,10.22,2.806,16.49,43.79
2017-09-26,7.79,3.171,16.97,45.09
2017-09-27,30.38,3.468,15.22,47.14
2017-09-28,0.0,5.914,18.16,47.6
2017-09-29,2.51,5.785,15.05,48.23
2017-09-30,12.58,5.85,17.51,46.45
2017-10-01,4.27,6.415,15.17,40.0
2017-10-02,7.0,6.548,16.59,40.04
2017-10-03,11.31,6.323,18.26,48.5
2017-10-04,1.23,6.679,15.39,48.33
2017-10-05,5.86,4.212,16.88,47.02
2017-10-06,3.72,5.042,17.67,42.69
2017-10-07,7.11,4.953,17.51,44.23
2017-10-08,4.34,4.313,17.13,44.06
2017-10-09,22.52,4.198,17.57,42.24
2017-10-10,1.56,5.618,16.48,46.15
2017-10-11,2.94,4.976,19.04,51.91
2017-10-12,3.63,5.093,15.52,44.03
2017-10-13,0.41,4.855,18.31,49.49
2017-10-14,2.85,4.541,17.36,43.03
2017-10-15,1.67,4.17,17.81,41.17
2017-10-16,1.49,4.006,18.01,48.84
